deposit,age,balance,duration,pdays,default_numeric,housing_numeric,loan_numeric,contact_previ_numeric,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown
1,-0.6470588235294118,0.148171500630517,0.5223463687150838,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,0.23529411764705882,0.9564943253467844,1.399441340782123,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,0.23529411764705882,-0.1021437578814628,5.11731843575419,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,0.23529411764705882,-0.467843631778058,2.416201117318436,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.11764705882352941,-0.10655737704918032,2.0391061452513966,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.23529411764705882,-0.32156368221941994,1.011173184357542,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.47058823529411764,-0.3329129886506936,0.6368715083798883,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,0.23529411764705882,-0.34489281210592687,1.8826815642458101,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.47058823529411764,-0.1532156368221942,0.7905027932960894,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.6470588235294118,0.1317780580075662,1.270949720670391,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.4117647058823529,-0.3474148802017655,1.111731843575419,0.0,1.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,1.2352941176470589,-0.30580075662042877,2.159217877094972,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.7647058823529411,-0.29508196721311475,1.1145251396648044,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.058823529411764705,-0.34047919293820933,4.0139664804469275,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.35294117647058826,-0.1008827238335435,1.1452513966480447,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,-0.4117647058823529,-0.15069356872635561,1.4022346368715084,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.23529411764705882,-0.08575031525851198,0.6955307262569832,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.35294117647058826,-0.34363177805800754,3.047486033519553,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.058823529411764705,-0.2717528373266078,0.8743016759776536,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False
1,-0.9411764705882353,-0.3442622950819672,0.39106145251396646,0.0,0.0,1.0,0.0,0.0,False,False,True,True,False,False,False
1,1.2352941176470589,0.4489281210592686,2.122905027932961,0.0,0.0,1.0,1.0,0.0,False,True,False,True,False,False,False
1,0.5294117647058824,0.882093316519546,1.1955307262569832,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False
1,0.35294117647058826,-0.5958385876418664,0.6005586592178771,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,-0.17647058823529413,0.38776796973518285,2.083798882681564,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.7647058823529411,1.0655737704918034,1.6480446927374302,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,True
1,-0.23529411764705882,-0.15762925598991173,1.9273743016759777,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,0.23529411764705882,1.7244640605296342,4.094972067039106,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.7647058823529411,2.126733921815889,1.9189944134078212,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.8235294117647058,0.5630517023959647,0.61731843575419,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,0.5294117647058824,-0.3316519546027743,1.611731843575419,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,0.11764705882352941,0.6733921815889029,3.625698324022346,0.0,0.0,1.0,0.0,0.0,False,False,True,True,False,False,False
1,0.0,-0.02080706179066835,2.9972067039106145,0.0,0.0,1.0,1.0,0.0,True,False,False,False,False,True,False
1,1.1764705882352942,0.6122320302648171,2.430167597765363,0.0,0.0,1.0,1.0,0.0,False,True,False,False,True,False,False
1,0.11764705882352941,1.4331651954602773,1.6843575418994414,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.5294117647058824,0.5390920554854981,1.0446927374301676,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.058823529411764705,0.6210592686002522,1.2541899441340782,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.5294117647058824,0.6595208070617906,1.410614525139665,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,1.2352941176470589,0.6254728877679697,1.8854748603351956,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,0.058823529411764705,1.9558638083228248,2.159217877094972,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,True
1,1.0588235294117647,-0.3474148802017655,1.6620111731843576,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False
1,0.7058823529411765,4.180327868852459,1.8770949720670391,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.11764705882352941,2.989281210592686,3.2625698324022347,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,0.11764705882352941,0.5258511979823455,2.5335195530726256,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.7647058823529411,-0.4672131147540984,1.3966480446927374,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,1.1764705882352942,-0.1450189155107188,1.229050279329609,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,0.29411764705882354,-0.2547288776796974,0.6368715083798883,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,True
1,0.5882352941176471,-0.1317780580075662,0.7402234636871509,0.0,0.0,1.0,1.0,0.0,False,True,False,True,False,False,False
1,0.058823529411764705,-0.3524590163934426,1.8575418994413408,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,0.11764705882352941,-0.5397225725094578,0.6843575418994413,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,0.29411764705882354,2.540983606557377,1.8324022346368716,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False
1,1.2352941176470589,-0.1494325346784363,1.8575418994413408,0.0,0.0,1.0,0.0,0.0,False,False,True,True,False,False,False
1,-0.5882352941176471,6.32156368221942,2.706703910614525,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False
1,0.11764705882352941,-0.4936948297604035,2.516759776536313,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,0.11764705882352941,1.199873896595208,2.2262569832402233,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,0.17647058823529413,0.5132408575031526,4.5027932960893855,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.17647058823529413,-0.16960907944514503,0.7262569832402235,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,False,True
1,0.0,-0.287515762925599,1.558659217877095,0.0,0.0,1.0,1.0,0.0,False,True,False,False,False,True,False
1,-0.47058823529411764,-0.25598991172761665,1.175977653631285,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.7647058823529411,-0.19167717528373265,2.4804469273743015,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.47058823529411764,-0.28877679697351827,1.2094972067039107,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.5882352941176471,-0.24401008827238335,1.5307262569832403,0.0,0.0,1.0,1.0,0.0,False,False,True,False,True,False,False
1,-0.11764705882352941,-0.31588902900378313,1.0167597765363128,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.35294117647058826,-0.6090794451450189,1.4301675977653632,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.8823529411764706,-0.08890290037831021,1.835195530726257,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.6470588235294118,-0.11790668348045397,3.03072625698324,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.7058823529411765,1.9899117276166456,1.7932960893854748,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,0.8823529411764706,2.423076923076923,2.910614525139665,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.5294117647058824,0.19735182849936947,2.6201117318435756,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.29411764705882354,0.0914249684741488,2.2597765363128492,0.0,0.0,1.0,1.0,0.0,False,True,False,True,False,False,False
1,-0.11764705882352941,0.15258511979823455,2.6033519553072626,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.11764705882352941,0.296343001261034,1.7513966480446927,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.47058823529411764,0.19735182849936947,1.9217877094972067,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.47058823529411764,-0.28562421185372006,0.9832402234636871,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.47058823529411764,0.12862547288776796,2.142458100558659,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.23529411764705882,0.308953341740227,0.8296089385474861,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.11764705882352941,-0.2698612862547289,3.8184357541899443,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,-0.5294117647058824,0.2080706179066835,1.988826815642458,0.0,0.0,1.0,1.0,0.0,False,False,True,False,False,True,False
1,0.11764705882352941,-0.0308953341740227,0.9050279329608939,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.17647058823529413,2.451450189155107,0.5335195530726257,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.23529411764705882,-0.3467843631778058,2.653631284916201,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.5882352941176471,-0.17591424968474148,4.544692737430168,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.23529411764705882,-0.28247162673392184,3.0139664804469275,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.47058823529411764,-0.3455233291298865,-0.20391061452513967,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.23529411764705882,2.282471626733922,4.251396648044692,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.29411764705882354,-0.2931904161412358,2.589385474860335,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.47058823529411764,-0.07503152585119799,2.206703910614525,0.0,0.0,1.0,1.0,0.0,False,False,True,False,True,False,False
1,0.29411764705882354,0.2723833543505675,1.1033519553072626,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.17647058823529413,-0.08953341740226986,2.2569832402234637,0.0,0.0,1.0,1.0,0.0,False,True,False,True,False,False,False
1,-0.23529411764705882,2.6935687263556116,1.6424581005586592,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,True
1,0.11764705882352941,0.44136191677175285,3.1759776536312847,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.47058823529411764,-0.21059268600252207,0.8659217877094972,0.0,0.0,1.0,0.0,0.0,False,False,True,True,False,False,False
1,-0.29411764705882354,0.41424968474148804,1.8156424581005586,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.4117647058823529,0.15195460277427492,1.4748603351955307,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.17647058823529413,0.1885245901639344,1.9636871508379887,0.0,0.0,1.0,1.0,0.0,False,True,False,False,False,True,False
1,-0.5294117647058824,-0.1960907944514502,0.43854748603351956,0.0,1.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.11764705882352941,0.4167717528373266,1.5083798882681565,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.17647058823529413,0.0308953341740227,1.100558659217877,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.47058823529411764,0.1733921815889029,0.7011173184357542,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.7058823529411765,1.0296343001261035,1.681564245810056,0.0,0.0,1.0,1.0,0.0,False,True,False,False,True,False,False
1,-0.29411764705882354,2.489911727616646,3.983240223463687,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.5294117647058824,0.46595208070617905,4.027932960893855,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.4117647058823529,2.594577553593947,1.6899441340782122,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.11764705882352941,1.7503152585119799,1.5195530726256983,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.4117647058823529,0.14691046658259774,1.8659217877094971,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.35294117647058826,-0.3467843631778058,0.7430167597765364,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.23529411764705882,0.27994955863808324,3.0558659217877095,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.23529411764705882,0.5069356872635561,1.3435754189944134,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,-0.5294117647058824,-0.1960907944514502,1.4804469273743017,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.35294117647058826,-0.542875157629256,2.164804469273743,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,0.35294117647058826,-0.25283732660781844,1.782122905027933,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.35294117647058826,0.5762925598991173,0.9301675977653632,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.29411764705882354,3.2931904161412358,0.9553072625698324,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False
1,0.058823529411764705,-0.17150063051702397,2.122905027932961,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.47058823529411764,1.4880201765447667,3.1759776536312847,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.5294117647058824,-0.005674653215636823,0.4441340782122905,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False
1,0.29411764705882354,0.4489281210592686,1.488826815642458,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.29411764705882354,-0.6860025220680959,1.1927374301675977,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.11764705882352941,-0.26796973518284994,1.1843575418994414,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.6470588235294118,-0.3467843631778058,3.6452513966480447,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.4117647058823529,0.044136191677175286,2.7346368715083798,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.11764705882352941,-0.14754098360655737,1.0810055865921788,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.29411764705882354,1.0952080706179066,1.7877094972067038,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False
1,-0.058823529411764705,-0.22194199243379573,0.49162011173184356,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.6470588235294118,-0.05674653215636822,1.3575418994413408,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.47058823529411764,0.3751576292559899,2.840782122905028,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,1.1764705882352942,-0.36065573770491804,1.3770949720670391,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.8823529411764706,0.08511979823455233,1.7905027932960893,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.7647058823529411,0.22131147540983606,1.4217877094972067,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,1.1764705882352942,-0.12547288776796975,2.2569832402234637,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.5294117647058824,-0.3467843631778058,2.223463687150838,0.0,0.0,1.0,1.0,0.0,False,False,True,True,False,False,False
1,-0.11764705882352941,-0.17402269861286254,1.329608938547486,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.5294117647058824,-0.4810844892812106,1.3854748603351956,0.0,0.0,1.0,1.0,0.0,False,False,True,False,True,False,False
1,-0.8235294117647058,-0.28562421185372006,1.2681564245810055,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.29411764705882354,-0.3146279949558638,7.930167597765363,0.0,0.0,1.0,1.0,0.0,True,False,False,False,True,False,False
1,-0.5882352941176471,-0.14880201765447668,1.9078212290502794,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False
1,-0.7647058823529411,3.965952080706179,3.6452513966480447,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.7647058823529411,0.07440100882723834,0.8966480446927374,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.7058823529411765,-0.31273644388398486,0.8044692737430168,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.8235294117647058,0.43631778058007564,1.005586592178771,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.6470588235294118,-0.1626733921815889,0.7039106145251397,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.9411764705882353,0.0725094577553594,2.5921787709497206,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.29411764705882354,0.3203026481715006,1.7011173184357542,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.6470588235294118,0.2515762925598991,4.120111731843576,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.7058823529411765,0.03530895334174023,0.8519553072625698,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,True
1,-0.23529411764705882,-0.3467843631778058,0.8044692737430168,0.0,0.0,1.0,1.0,0.0,False,True,False,False,True,False,False
1,-0.23529411764705882,-0.09205548549810845,0.7932960893854749,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,1.0,-0.18978562421185372,1.4972067039106145,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.35294117647058826,1.7679697351828498,1.3715083798882681,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,1.2352941176470589,-0.3467843631778058,2.659217877094972,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,1.0,0.02459016393442623,0.7821229050279329,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.7058823529411765,7.82219419924338,1.4916201117318435,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.5294117647058824,0.20365699873896595,1.5,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.35294117647058826,0.027742749054224466,1.6145251396648044,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,-0.5882352941176471,-0.3593947036569987,1.5614525139664805,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.058823529411764705,2.6116015132408577,3.094972067039106,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,-0.5294117647058824,-0.0403530895334174,2.3854748603351954,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.29411764705882354,0.6576292559899117,1.600558659217877,0.0,0.0,1.0,0.0,0.0,False,False,True,True,False,False,False
1,-0.17647058823529413,4.448928121059269,1.8491620111731844,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.058823529411764705,-0.2042875157629256,1.4162011173184357,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.17647058823529413,-0.11601513240857503,2.452513966480447,0.0,0.0,1.0,1.0,0.0,False,False,True,False,True,False,False
1,-0.11764705882352941,-0.33669609079445145,1.0698324022346368,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.23529411764705882,0.009457755359394703,1.4189944134078212,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.058823529411764705,-0.3348045397225725,0.9748603351955307,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,0.058823529411764705,0.3354350567465322,1.6731843575418994,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,0.17647058823529413,0.7332912988650694,1.675977653631285,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,0.4117647058823529,8.78373266078184,2.8324022346368714,0.0,0.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,-0.23529411764705882,3.262295081967213,1.217877094972067,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.29411764705882354,0.5680958385876419,2.35195530726257,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,False,False
1,-0.4117647058823529,-0.3682219419924338,2.7402234636871508,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.6470588235294118,1.969735182849937,1.7625698324022345,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.23529411764705882,0.09331651954602774,3.0391061452513966,0.0,0.0,1.0,1.0,0.0,False,True,False,False,True,False,False
1,-0.17647058823529413,2.261034047919294,1.5558659217877095,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.8235294117647058,1.3278688524590163,4.818435754189944,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,0.4117647058823529,1.484237074401009,2.036312849162011,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.7647058823529411,0.2862547288776797,-0.07541899441340782,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,0.35294117647058826,-0.08827238335435057,1.776536312849162,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.47058823529411764,-0.3467843631778058,1.3687150837988826,0.0,0.0,1.0,0.0,0.0,True,False,False,True,False,False,False
1,-0.5882352941176471,-0.3467843631778058,0.7932960893854749,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,0.8235294117647058,-0.3076923076923077,2.2039106145251397,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.7058823529411765,-0.08448928121059268,2.6201117318435756,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,0.0,1.3953341740226985,0.7569832402234636,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False
1,-0.17647058823529413,1.5346784363177806,0.388268156424581,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.11764705882352941,-0.2566204287515763,1.1284916201117319,0.0,0.0,1.0,1.0,0.0,False,True,False,True,False,False,False
1,-0.17647058823529413,-0.3467843631778058,2.1815642458100557,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.4117647058823529,0.09205548549810845,1.5642458100558658,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.23529411764705882,-0.2509457755359395,0.8603351955307262,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,-0.17647058823529413,-0.39596469104665827,2.2709497206703912,0.0,0.0,1.0,0.0,0.0,False,False,True,False,False,True,False
1,-0.23529411764705882,0.19987389659520807,-0.06983240223463687,0.0,0.0,1.0,0.0,0.0,False,True,False,False,False,True,False
1,-0.5294117647058824,0.2540983606557377,1.3743016759776536,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.17647058823529413,-0.06746532156368222,1.1620111731843576,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,False,False
1,0.17647058823529413,-1.0586380832282472,0.8379888268156425,0.0,1.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.4117647058823529,-0.08511979823455233,1.458100558659218,0.0,0.0,1.0,0.0,0.0,False,True,False,True,False,False,False
1,-0.5882352941176471,-0.1828499369482976,1.2625698324022345,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,0.29411764705882354,-0.6059268600252207,0.49441340782122906,0.0,1.0,1.0,0.0,0.0,True,False,False,False,False,True,False
1,-0.4117647058823529,0.45964691046658257,2.564245810055866,0.0,0.0,1.0,0.0,0.0,False,False,True,False,True,False,False
1,-0.47058823529411764,-0.29255989911727615,1.9776536312849162,0.0,0.0,1.0,1.0,0.0,False,True,False,False,True,False,False
1,0.058823529411764705,-0.8221941992433796,1.9162011173184357,0.0,1.0,1.0,1.0,0.0,False,True,False,False,True,False,False
